taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Nassarius fraudulentus (Marrat, 1877)	560206	Nassarius fraudulentus				True	urn:lsid:marinespecies.org:taxname:560206	http://www.marinespecies.org/aphia.php?p=taxdetails&id=560206
Distorsio habei (Lewis, 1792)	476481	Distorsio habei				True	urn:lsid:marinespecies.org:taxname:476481	http://www.marinespecies.org/aphia.php?p=taxdetails&id=476481
Fusus laticostatus Deshayes, 1830	448524	Fusus laticostatus				True	urn:lsid:marinespecies.org:taxname:448524	http://www.marinespecies.org/aphia.php?p=taxdetails&id=448524
Calliostoma tigris (Gmelin, 1791)	467270	Calliostoma tigris				True	urn:lsid:marinespecies.org:taxname:467270	http://www.marinespecies.org/aphia.php?p=taxdetails&id=467270
Oxystele merula	739283	Oxystele merula				True	urn:lsid:marinespecies.org:taxname:739283	http://www.marinespecies.org/aphia.php?p=taxdetails&id=739283
Cymbium souliei Marche-Marchad,1974	384815	Cymbium souliei				True	urn:lsid:marinespecies.org:taxname:384815	http://www.marinespecies.org/aphia.php?p=taxdetails&id=384815
Dentalium agile Sars M. in Sars G. O., 1872	139526	Dentalium agile				True	urn:lsid:marinespecies.org:taxname:139526	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139526
Flustra flagellata Waters, 1904	876100	Flustra flagellata				True	urn:lsid:marinespecies.org:taxname:876100	http://www.marinespecies.org/aphia.php?p=taxdetails&id=876100
Oliva zenopira Duclos, 1835	208389	Oliva zenopira	False	False	False	True	urn:lsid:marinespecies.org:taxname:208389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208389
Oliva gibbosa Born, 1778	819010	Oliva gibbosa				True	urn:lsid:marinespecies.org:taxname:819010	http://www.marinespecies.org/aphia.php?p=taxdetails&id=819010
Nassa tasmanica Tenison-Woods, 1876	572360	Nassa tasmanica				True	urn:lsid:marinespecies.org:taxname:572360	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572360
Cerithium floridanum Morch, 1876	473194	Cerithium floridanum				True	urn:lsid:marinespecies.org:taxname:473194	http://www.marinespecies.org/aphia.php?p=taxdetails&id=473194
Antillophos verbinneni Fraussen, 2009	457387	Antillophos verbinneni				True	urn:lsid:marinespecies.org:taxname:457387	http://www.marinespecies.org/aphia.php?p=taxdetails&id=457387
Vexillum macrospirum (A. Adams, 1853)	591510	Vexillum macrospirum				True	urn:lsid:marinespecies.org:taxname:591510	http://www.marinespecies.org/aphia.php?p=taxdetails&id=591510
Turbonilla multilirata (Monterosato, 1875)	141078	Turbonilla multilirata				True	urn:lsid:marinespecies.org:taxname:141078	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141078
Fusinus dowianus Olsson, 1954	447019	Fusinus dowianus	False	False	False	True	urn:lsid:marinespecies.org:taxname:447019	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447019
Delphinula formosa Reeve, 1842	467862	Delphinula formosa				True	urn:lsid:marinespecies.org:taxname:467862	http://www.marinespecies.org/aphia.php?p=taxdetails&id=467862
Zuzara emarginata Haswell, 1882	295419	Zuzara emarginata	False	False	False	True	urn:lsid:marinespecies.org:taxname:295419	http://www.marinespecies.org/aphia.php?p=taxdetails&id=295419
Marginella bairstowi Sowerby III, 1886	473838	Marginella bairstowi				True	urn:lsid:marinespecies.org:taxname:473838	http://www.marinespecies.org/aphia.php?p=taxdetails&id=473838
Ischnochiton boninensis Bergenhayn, 1833	387099	Ischnochiton boninensis				True	urn:lsid:marinespecies.org:taxname:387099	http://www.marinespecies.org/aphia.php?p=taxdetails&id=387099
Todiramphus chloris Boddaert, 1783	567851	Todiramphus chloris		True	True	False	urn:lsid:marinespecies.org:taxname:567851	http://www.marinespecies.org/aphia.php?p=taxdetails&id=567851
Chrysallida suturalis (Philippi, 1844)	140936	Chrysallida suturalis				True	urn:lsid:marinespecies.org:taxname:140936	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140936
Centroscyllium fabricii (Reinhardt, 1825)	105906	Centroscyllium fabricii	False	False	False	True	urn:lsid:marinespecies.org:taxname:105906	http://www.marinespecies.org/aphia.php?p=taxdetails&id=105906
Ellobiidae Pfeiffer, 1854	198	Ellobiidae	True	False	True	True	urn:lsid:marinespecies.org:taxname:198	http://www.marinespecies.org/aphia.php?p=taxdetails&id=198
Pennaria tiarella (Ayres, 1852)	292204	Pennaria tiarella				True	urn:lsid:marinespecies.org:taxname:292204	http://www.marinespecies.org/aphia.php?p=taxdetails&id=292204
Neptuneopsis gilchristi Sowerby III, 1898	220957	Neptuneopsis gilchristi				True	urn:lsid:marinespecies.org:taxname:220957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=220957
Erosaria labrolineata Gaskoin, 1849	572242	Erosaria labrolineata	False	False	False	True	urn:lsid:marinespecies.org:taxname:572242	http://www.marinespecies.org/aphia.php?p=taxdetails&id=572242
Conus ammiralis Linnaeus, 1758	426315	Conus ammiralis				True	urn:lsid:marinespecies.org:taxname:426315	http://www.marinespecies.org/aphia.php?p=taxdetails&id=426315
Modulus tectum (Gmelin, 1791)	216717	Modulus tectum				True	urn:lsid:marinespecies.org:taxname:216717	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216717
Alpheus sp.	106978	Alpheus				True	urn:lsid:marinespecies.org:taxname:106978	http://www.marinespecies.org/aphia.php?p=taxdetails&id=106978
Hexaplex bifasciatus A. Adams, 1853	224896	Hexaplex bifasciatus				True	urn:lsid:marinespecies.org:taxname:224896	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224896
Rissoina plicata Adams, 1851	216958	Rissoina plicata	False	False	False	True	urn:lsid:marinespecies.org:taxname:216958	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216958
Venus Linnaeus, 1758	138648	Venus				True	urn:lsid:marinespecies.org:taxname:138648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138648
Pterocera sp.	204193	Pterocera				True	urn:lsid:marinespecies.org:taxname:204193	http://www.marinespecies.org/aphia.php?p=taxdetails&id=204193
Annametra occidentalis (AH Clark, 1915)	216182	Annametra occidentalis	False	False	False	True	urn:lsid:marinespecies.org:taxname:216182	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216182
Larus leucophthalmus Temminck, 1825	212626	Larus leucophthalmus				True	urn:lsid:marinespecies.org:taxname:212626	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212626
Cyclostoma lienardi Morelet	1324589	Cyclostoma lienardi	True				urn:lsid:marinespecies.org:taxname:1324589	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1324589
Zanclea sessilis (Gosse, 1853)	117999	Zanclea sessilis				True	urn:lsid:marinespecies.org:taxname:117999	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117999
Neostylodactylus amarynthis  (De Man, 1902)	514393	Neostylodactylus amarynthis				True	urn:lsid:marinespecies.org:taxname:514393	http://www.marinespecies.org/aphia.php?p=taxdetails&id=514393
Geryon tridens Krøyer, 1837	148491	Geryon tridens				True	urn:lsid:marinespecies.org:taxname:148491	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148491
Arenaria melanocephala (Vigors, 1829)	366869	Arenaria melanocephala				True	urn:lsid:marinespecies.org:taxname:366869	http://www.marinespecies.org/aphia.php?p=taxdetails&id=366869
Ophiopeza spinosa (Ljungman, 1867)	212321	Ophiopeza spinosa	False	False	False	True	urn:lsid:marinespecies.org:taxname:212321	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212321
Conus corallinus Kiener, 1845	426464	Conus corallinus				True	urn:lsid:marinespecies.org:taxname:426464	http://www.marinespecies.org/aphia.php?p=taxdetails&id=426464
Threskiornis aethiopicus (Latham, 1790)	212673	Threskiornis aethiopicus		True	True	True	urn:lsid:marinespecies.org:taxname:212673	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212673
Mucronalia gigas Kuroda & Habe, 1960	536151	Mucronalia gigas				True	urn:lsid:marinespecies.org:taxname:536151	http://www.marinespecies.org/aphia.php?p=taxdetails&id=536151
Eusirus propinquus G.O. Sars, 1893	102204	Eusirus propinquus				True	urn:lsid:marinespecies.org:taxname:102204	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102204
Niso chevreuxi Dautzenberg, 1891	224805	Niso chevreuxi				True	urn:lsid:marinespecies.org:taxname:224805	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224805
Terebra scabrella Lamarck, 1822	1037237	Terebra scabrella				True	urn:lsid:marinespecies.org:taxname:1037237	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1037237
Pectinura vestita Forbes, 1843	124826	Pectinura vestita	False	False	False	True	urn:lsid:marinespecies.org:taxname:124826	http://www.marinespecies.org/aphia.php?p=taxdetails&id=124826
Millepora intricata Milne-Edwards, 1857	210727	Millepora intricata	False	False		True	urn:lsid:marinespecies.org:taxname:210727	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210727
Columbella varia Sowerby, 1832	520178	Columbella varia				True	urn:lsid:marinespecies.org:taxname:520178	http://www.marinespecies.org/aphia.php?p=taxdetails&id=520178
Latirus barclayi Reeve, 1847	211122	Latirus barclayi				True	urn:lsid:marinespecies.org:taxname:211122	http://www.marinespecies.org/aphia.php?p=taxdetails&id=211122
Thuiaria lonchitis (Ellis & Solander, 1786)	152108	Thuiaria lonchitis				True	urn:lsid:marinespecies.org:taxname:152108	http://www.marinespecies.org/aphia.php?p=taxdetails&id=152108
Hipponix sp.	138072	Hipponix				True	urn:lsid:marinespecies.org:taxname:138072	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138072
Tonicella sp.	138090	Tonicella				True	urn:lsid:marinespecies.org:taxname:138090	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138090
Angaria atrata Reeve, 1843	715908	Angaria atrata				True	urn:lsid:marinespecies.org:taxname:715908	http://www.marinespecies.org/aphia.php?p=taxdetails&id=715908
Periclimenes ensifrons  (Dana, 1852)	210602	Periclimenes ensifrons					urn:lsid:marinespecies.org:taxname:210602	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210602
Crassostrea angulata (Lamarck, 1819)	146900	Crassostrea angulata				True	urn:lsid:marinespecies.org:taxname:146900	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146900
Terebratalia spitzbergensis  Dall, 1920	869338	Terebratalia spitzbergensis				True	urn:lsid:marinespecies.org:taxname:869338	http://www.marinespecies.org/aphia.php?p=taxdetails&id=869338
Hiatella rugosa (Linnaeus, 1767)	140104	Hiatella rugosa	False	False		True	urn:lsid:marinespecies.org:taxname:140104	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140104
Columbella stepheni Melvill & Standen, 1897	435465	Columbella stepheni				True	urn:lsid:marinespecies.org:taxname:435465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=435465
Pterois volitans (Linnaeus, 1758)	159559	Pterois volitans	False	False	False	True	urn:lsid:marinespecies.org:taxname:159559	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159559
Mammilla maura (Lamarck, 1816)	571873	Mammilla maura				True	urn:lsid:marinespecies.org:taxname:571873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=571873
Conus hunti Wils & Moolenbeek, 1979	429894	Conus hunti	False	False	False	True	urn:lsid:marinespecies.org:taxname:429894	http://www.marinespecies.org/aphia.php?p=taxdetails&id=429894
Carcharhinus plumbeus (Nardo, 1827)	105797	Carcharhinus plumbeus	False	False	True	True	urn:lsid:marinespecies.org:taxname:105797	http://www.marinespecies.org/aphia.php?p=taxdetails&id=105797
Oliva oliva longispira Bridgman, 1906	448070	Oliva oliva longispira				True	urn:lsid:marinespecies.org:taxname:448070	http://www.marinespecies.org/aphia.php?p=taxdetails&id=448070
Halarachnidae Oudemans, 1906	150339	Halarachnidae					urn:lsid:marinespecies.org:taxname:150339	http://www.marinespecies.org/aphia.php?p=taxdetails&id=150339
Odontocymbiola americana (Reeve, 1856)	384707	Odontocymbiola americana	False	False	False	True	urn:lsid:marinespecies.org:taxname:384707	http://www.marinespecies.org/aphia.php?p=taxdetails&id=384707
Periclimenes psamathe  (De Man, 1902)	210590	Periclimenes psamathe					urn:lsid:marinespecies.org:taxname:210590	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210590
Strombus erythrinus Dillwyn, 1817	215378	Strombus erythrinus				True	urn:lsid:marinespecies.org:taxname:215378	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215378
Pseudostichopus mollis Théel, 1886	152565	Pseudostichopus mollis	False	False	False	True	urn:lsid:marinespecies.org:taxname:152565	http://www.marinespecies.org/aphia.php?p=taxdetails&id=152565
Garveia grisea (Motz-Kossowska, 1905)	117341	Garveia grisea				True	urn:lsid:marinespecies.org:taxname:117341	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117341
Microporella stenoporta Hayward & Taylor, 1984	231828	Microporella stenoporta	False	False	False	True	urn:lsid:marinespecies.org:taxname:231828	http://www.marinespecies.org/aphia.php?p=taxdetails&id=231828
Marginella cumingiana Petit de la Saussaye, 1841	474389	Marginella cumingiana				True	urn:lsid:marinespecies.org:taxname:474389	http://www.marinespecies.org/aphia.php?p=taxdetails&id=474389
Admete couthouyi (Jay, 1839)	146479	Admete couthouyi				True	urn:lsid:marinespecies.org:taxname:146479	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146479
Lestidiops pseudosphyraenoides (Ege, 1918)	1015919	Lestidiops pseudosphyraenoides	False	False	False	True	urn:lsid:marinespecies.org:taxname:1015919	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1015919
Cerithiopsis cf. clarkii Forbes & Hanley	137764	Cerithiopsis				True	urn:lsid:marinespecies.org:taxname:137764	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137764
Homalaxis cf. conoidea Cossmann	585725	Homalaxis					urn:lsid:marinespecies.org:taxname:585725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=585725
Paraxanthias eriphioides (A. Milne-Edwards, 1867)	107436	Paraxanthias eriphioides				True	urn:lsid:marinespecies.org:taxname:107436	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107436
Panoploea eblanae Spence Bate, 1857	102353	Panoploea eblanae	False	False	False	True	urn:lsid:marinespecies.org:taxname:102353	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102353
Cerithiopsis pulchella Jeffreys, 1858	416614	Cerithiopsis pulchella				True	urn:lsid:marinespecies.org:taxname:416614	http://www.marinespecies.org/aphia.php?p=taxdetails&id=416614
Conus sowerbii Reeve, 1849	428902	Conus sowerbii				True	urn:lsid:marinespecies.org:taxname:428902	http://www.marinespecies.org/aphia.php?p=taxdetails&id=428902
Pandalus danae  Stimpson, 1857	515462	Pandalus danae				True	urn:lsid:marinespecies.org:taxname:515462	http://www.marinespecies.org/aphia.php?p=taxdetails&id=515462
Emarginula dilecta Adams, 1852	689282	Emarginula dilecta				True	urn:lsid:marinespecies.org:taxname:689282	http://www.marinespecies.org/aphia.php?p=taxdetails&id=689282
Perotrochus amabilis Bayer, 1963	413453	Perotrochus amabilis				True	urn:lsid:marinespecies.org:taxname:413453	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413453
Nuculana illirica Carrozza, 1987	140576	Nuculana illirica				True	urn:lsid:marinespecies.org:taxname:140576	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140576
Exotica triradiata (H. Adams, 1871)	878760	Exotica triradiata				True	urn:lsid:marinespecies.org:taxname:878760	http://www.marinespecies.org/aphia.php?p=taxdetails&id=878760
Ectinosoma reductum Bozic, 1955	116046	Ectinosoma reductum	False	False	False	True	urn:lsid:marinespecies.org:taxname:116046	http://www.marinespecies.org/aphia.php?p=taxdetails&id=116046
Conus nucleus Reeve, 1848	215555	Conus nucleus				True	urn:lsid:marinespecies.org:taxname:215555	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215555
Tricyclusa singularis (Schulze, 1876)	235735	Tricyclusa singularis	False	False	False	True	urn:lsid:marinespecies.org:taxname:235735	http://www.marinespecies.org/aphia.php?p=taxdetails&id=235735
Sergestes robustus  Smith, 1882	183419	Sergestes robustus					urn:lsid:marinespecies.org:taxname:183419	http://www.marinespecies.org/aphia.php?p=taxdetails&id=183419
Rissoina dina Bartsch, 1915	575335	Rissoina dina				True	urn:lsid:marinespecies.org:taxname:575335	http://www.marinespecies.org/aphia.php?p=taxdetails&id=575335
Nerita bisecta Reeve, 1855	216259	Nerita bisecta				True	urn:lsid:marinespecies.org:taxname:216259	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216259
Conus maioensis Trovão, Rolán & Félix-Alves, 1990	224956	Conus maioensis				True	urn:lsid:marinespecies.org:taxname:224956	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224956
Carinaria cymbium Lamarck, 1801	1296169	Carinaria cymbium				True	urn:lsid:marinespecies.org:taxname:1296169	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1296169
Polycheles typhlops perarmatus Holthuis, 1952	383029	Polycheles typhlops perarmatus				True	urn:lsid:marinespecies.org:taxname:383029	http://www.marinespecies.org/aphia.php?p=taxdetails&id=383029
Tellina pharaonis Hanley, 1844	207715	Tellina pharaonis	False	False	False	True	urn:lsid:marinespecies.org:taxname:207715	http://www.marinespecies.org/aphia.php?p=taxdetails&id=207715
Pteropurpura macroptera (Deshayes, 1839)	743645	Pteropurpura macroptera				True	urn:lsid:marinespecies.org:taxname:743645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=743645
Halicyclops herbsti Rocha & Iliffe, 1993	352021	Halicyclops herbsti	False	False	True	False	urn:lsid:marinespecies.org:taxname:352021	http://www.marinespecies.org/aphia.php?p=taxdetails&id=352021
Arachnopusia tumida de Blauwe & Gordon, 2014	768224	Arachnopusia tumida	False	False	False	True	urn:lsid:marinespecies.org:taxname:768224	http://www.marinespecies.org/aphia.php?p=taxdetails&id=768224
Laomedea spinulosa var. minor Leloup, 1932	766281	Laomedea spinulosa var. minor	False	False		True	urn:lsid:marinespecies.org:taxname:766281	http://www.marinespecies.org/aphia.php?p=taxdetails&id=766281
Ziba flammea (Quoy & Gaimard, 1833)	208208	Ziba flammea	False	False	False	True	urn:lsid:marinespecies.org:taxname:208208	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208208
Mastonia rubra Hinds, 1843	210785	Mastonia rubra				True	urn:lsid:marinespecies.org:taxname:210785	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210785
Chicoreus artemis (Radwin & D'Attilio, 1976)	406016	Chicoreus artemis				True	urn:lsid:marinespecies.org:taxname:406016	http://www.marinespecies.org/aphia.php?p=taxdetails&id=406016
Cronia margariticola (Broderip, 1833)	217145	Cronia margariticola				True	urn:lsid:marinespecies.org:taxname:217145	http://www.marinespecies.org/aphia.php?p=taxdetails&id=217145
Thais sp.	138207	Thais				True	urn:lsid:marinespecies.org:taxname:138207	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138207
Columbarium spinicinctum (Martens, 1881)	463601	Columbarium spinicinctum				True	urn:lsid:marinespecies.org:taxname:463601	http://www.marinespecies.org/aphia.php?p=taxdetails&id=463601
Ophiolepis cincta Mueller & Troschel, 1842	213467	Ophiolepis cincta	False	False	False	True	urn:lsid:marinespecies.org:taxname:213467	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213467
Sabella sp.	129549	Sabella	False	False	False	True	urn:lsid:marinespecies.org:taxname:129549	http://www.marinespecies.org/aphia.php?p=taxdetails&id=129549
Philocheras fasciatus (Risso, 1816)	107559	Philocheras fasciatus	False	False		True	urn:lsid:marinespecies.org:taxname:107559	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107559
Conger conger (Linnaeus, 1758)	126285	Conger conger	False	False	False	True	urn:lsid:marinespecies.org:taxname:126285	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126285
Maculotriton serriale (Deshayes, 1834)	217166	Maculotriton serriale				True	urn:lsid:marinespecies.org:taxname:217166	http://www.marinespecies.org/aphia.php?p=taxdetails&id=217166
Cantharidus opalus (Martyn, 1784)	590656	Cantharidus opalus				True	urn:lsid:marinespecies.org:taxname:590656	http://www.marinespecies.org/aphia.php?p=taxdetails&id=590656
Conus navarroi Rolan, 1986	225007	Conus navarroi				True	urn:lsid:marinespecies.org:taxname:225007	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225007
Jaera istri Veuille, 1979	118720	Jaera istri				True	urn:lsid:marinespecies.org:taxname:118720	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118720
Myxine australis Jenyns, 1842	234629	Myxine australis	False	False	False	True	urn:lsid:marinespecies.org:taxname:234629	http://www.marinespecies.org/aphia.php?p=taxdetails&id=234629
Conus fulgetrum Sowerby, 1834	215506	Conus fulgetrum	False	False	False	True	urn:lsid:marinespecies.org:taxname:215506	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215506
Calidris minuta (Leisler, 1812)	212600	Calidris minuta				True	urn:lsid:marinespecies.org:taxname:212600	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212600
Nucula bicornis Gofas & Salas, 1996	140586	Nucula bicornis				True	urn:lsid:marinespecies.org:taxname:140586	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140586
Clanculus scabrosus (Philippi, 1850)	594209	Clanculus scabrosus				True	urn:lsid:marinespecies.org:taxname:594209	http://www.marinespecies.org/aphia.php?p=taxdetails&id=594209
Mitra terebralis Swainson, 1840	208239	Mitra terebralis				True	urn:lsid:marinespecies.org:taxname:208239	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208239
Paratanella pulchra (Zhao & Whatley, 1989)	461841	Paratanella pulchra	False	False		True	urn:lsid:marinespecies.org:taxname:461841	http://www.marinespecies.org/aphia.php?p=taxdetails&id=461841
Ophionereis dubia (Müller & Troschel, 1842)	213415	Ophionereis dubia	False	False	False	True	urn:lsid:marinespecies.org:taxname:213415	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213415
Pontogeneia antarctica Chevreux, 1906	878577	Pontogeneia antarctica	False	False	False	True	urn:lsid:marinespecies.org:taxname:878577	http://www.marinespecies.org/aphia.php?p=taxdetails&id=878577
Lytocarpus filamentosus (Lamarck, 1816)	212909	Lytocarpus filamentosus				True	urn:lsid:marinespecies.org:taxname:212909	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212909
Dipturus oxyrinchus (Linnaeus, 1758)	105872	Dipturus oxyrinchus	False	False	False	True	urn:lsid:marinespecies.org:taxname:105872	http://www.marinespecies.org/aphia.php?p=taxdetails&id=105872
Gryphus vitreus (Born, 1778)	104068	Gryphus vitreus				True	urn:lsid:marinespecies.org:taxname:104068	http://www.marinespecies.org/aphia.php?p=taxdetails&id=104068
Charopinus pastinacae (Van Beneden, 1851)	149852	Charopinus pastinacae	False	False	False	True	urn:lsid:marinespecies.org:taxname:149852	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149852
Nerita planospira Anton, 1839	559424	Nerita planospira				True	urn:lsid:marinespecies.org:taxname:559424	http://www.marinespecies.org/aphia.php?p=taxdetails&id=559424
Cantharus melanostoma (Sowerby I, 1825)	594360	Cantharus melanostoma				True	urn:lsid:marinespecies.org:taxname:594360	http://www.marinespecies.org/aphia.php?p=taxdetails&id=594360
Gibbula denizi Roland & Swinnen, 2013	731803	Gibbula denizi				True	urn:lsid:marinespecies.org:taxname:731803	http://www.marinespecies.org/aphia.php?p=taxdetails&id=731803
Notoacmea fascicularis (Menke, 1851)	798791	Notoacmea fascicularis				True	urn:lsid:marinespecies.org:taxname:798791	http://www.marinespecies.org/aphia.php?p=taxdetails&id=798791
Epitonium commune (Lamarck, 1822)	139719	Epitonium commune				True	urn:lsid:marinespecies.org:taxname:139719	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139719
Prunum curtum (G. B. Sowerby I, 1832)	473957	Prunum curtum				True	urn:lsid:marinespecies.org:taxname:473957	http://www.marinespecies.org/aphia.php?p=taxdetails&id=473957
Patelloida conoidalis Pease, 1868	872465	Patelloida conoidalis				True	urn:lsid:marinespecies.org:taxname:872465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=872465
Cosmotriphora pseudocanarica Bouchet, 1985	246001	Cosmotriphora pseudocanarica				True	urn:lsid:marinespecies.org:taxname:246001	http://www.marinespecies.org/aphia.php?p=taxdetails&id=246001
Idotea baltica (Pallas, 1772)	325483	Idotea baltica	False	False	True	True	urn:lsid:marinespecies.org:taxname:325483	http://www.marinespecies.org/aphia.php?p=taxdetails&id=325483
Torinia malani Dautzenberg, 1910	224725	Torinia malani	False	False	False	True	urn:lsid:marinespecies.org:taxname:224725	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224725
Hyale saldanha Chilton, 1912	214757	Hyale saldanha	False	False	False	True	urn:lsid:marinespecies.org:taxname:214757	http://www.marinespecies.org/aphia.php?p=taxdetails&id=214757
Kelliella miliaris (Philippi, 1844)	152396	Kelliella miliaris				True	urn:lsid:marinespecies.org:taxname:152396	http://www.marinespecies.org/aphia.php?p=taxdetails&id=152396
Alvania hallgassi Amati & Oliverio, 1985	141193	Alvania hallgassi				True	urn:lsid:marinespecies.org:taxname:141193	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141193
Colus pygmaeus (Gould, 1841)	160214	Colus pygmaeus				True	urn:lsid:marinespecies.org:taxname:160214	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160214
Nematoflustra flagellata (Waters, 1904)	173787	Nematoflustra flagellata	False	False	False	True	urn:lsid:marinespecies.org:taxname:173787	http://www.marinespecies.org/aphia.php?p=taxdetails&id=173787
Orthopyxis clytioides (Lamouroux, 1824)	843039	Orthopyxis clytioides	False	False		True	urn:lsid:marinespecies.org:taxname:843039	http://www.marinespecies.org/aphia.php?p=taxdetails&id=843039
Xenophthalmodes dolichophallus Tesch, 1918	442684	Xenophthalmodes dolichophallus				True	urn:lsid:marinespecies.org:taxname:442684	http://www.marinespecies.org/aphia.php?p=taxdetails&id=442684
Campaniclava cleodorae (Gegenbaur, 1856)	151683	Campaniclava cleodorae		False		True	urn:lsid:marinespecies.org:taxname:151683	http://www.marinespecies.org/aphia.php?p=taxdetails&id=151683
Antedon phalangium Mueller, 1841	714122	Antedon phalangium	False	False	False	True	urn:lsid:marinespecies.org:taxname:714122	http://www.marinespecies.org/aphia.php?p=taxdetails&id=714122
Epimeria loricata G.O. Sars, 1879	102146	Epimeria loricata	False	False	False	True	urn:lsid:marinespecies.org:taxname:102146	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102146
Fusus novaehollandiae Reeve, 1848	449740	Fusus novaehollandiae	False	False	False	True	urn:lsid:marinespecies.org:taxname:449740	http://www.marinespecies.org/aphia.php?p=taxdetails&id=449740
Monachus monachus Hermann, 1779	137081	Monachus monachus				True	urn:lsid:marinespecies.org:taxname:137081	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137081
Cerithium strumaticum Locard, 1886	748084	Cerithium strumaticum				True	urn:lsid:marinespecies.org:taxname:748084	http://www.marinespecies.org/aphia.php?p=taxdetails&id=748084
Aythya collaris Donovan, 1809	159163	Aythya collaris		True		False	urn:lsid:marinespecies.org:taxname:159163	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159163
Calidris maritima (Brünnich, 1764)	159052	Calidris maritima				True	urn:lsid:marinespecies.org:taxname:159052	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159052
Cryptocyclops bicolor linjanticus (Kiefer, 1928)	366195	Cryptocyclops bicolor linjanticus	False	False	False	True	urn:lsid:marinespecies.org:taxname:366195	http://www.marinespecies.org/aphia.php?p=taxdetails&id=366195
Munida subrugosa White	392886	Munida subrugosa					urn:lsid:marinespecies.org:taxname:392886	http://www.marinespecies.org/aphia.php?p=taxdetails&id=392886
