taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Cerithidea obtusa (Lamarck, 1822)	215141	Cerithidea obtusa				True	urn:lsid:marinespecies.org:taxname:215141	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215141
Natica gualteriana Recluz, 1844	140544	Natica gualteriana				True	urn:lsid:marinespecies.org:taxname:140544	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140544
Raninoides personatus  Henderson, 1888	440248	Raninoides personatus				True	urn:lsid:marinespecies.org:taxname:440248	http://www.marinespecies.org/aphia.php?p=taxdetails&id=440248
Thyasira equalis (Verrill & Bush, 1898)	141659	Thyasira equalis				True	urn:lsid:marinespecies.org:taxname:141659	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141659
Clanculus maugeri (Woods, 1828)	594201	Clanculus maugeri				True	urn:lsid:marinespecies.org:taxname:594201	http://www.marinespecies.org/aphia.php?p=taxdetails&id=594201
Cardium papillosum Poli, 1791	181546	Cardium papillosum				True	urn:lsid:marinespecies.org:taxname:181546	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181546
Corophium curvispinum Sars, 1895	102090	Corophium curvispinum	False	True	True	False	urn:lsid:marinespecies.org:taxname:102090	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102090
Gondogeneia J.L. Barnard, 1972	176933	Gondogeneia				True	urn:lsid:marinespecies.org:taxname:176933	http://www.marinespecies.org/aphia.php?p=taxdetails&id=176933
Anchoviella brevirostris (Günther, 1868)	275540	Anchoviella brevirostris	False	False	True	True	urn:lsid:marinespecies.org:taxname:275540	http://www.marinespecies.org/aphia.php?p=taxdetails&id=275540
Lysiosquilla hoevenii (Herklots, 1851)	136120	Lysiosquilla hoevenii	False	False	False	True	urn:lsid:marinespecies.org:taxname:136120	http://www.marinespecies.org/aphia.php?p=taxdetails&id=136120
Acmaea limatula Carpenter, 1864	715294	Acmaea limatula				True	urn:lsid:marinespecies.org:taxname:715294	http://www.marinespecies.org/aphia.php?p=taxdetails&id=715294
Lepidochelys kempii (Garman, 1880)	137208	Lepidochelys kempii				True	urn:lsid:marinespecies.org:taxname:137208	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137208
Gena oliveri Iredale, 1912	592805	Gena oliveri				True	urn:lsid:marinespecies.org:taxname:592805	http://www.marinespecies.org/aphia.php?p=taxdetails&id=592805
Gibberula vignali (Dautzenberg & Fischer H., 1896)	139514	Gibberula vignali				True	urn:lsid:marinespecies.org:taxname:139514	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139514
Olivella sp.	138274	Olivella	False	False	False	True	urn:lsid:marinespecies.org:taxname:138274	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138274
Engina lineata (Reeve, 1846)	212172	Engina lineata				True	urn:lsid:marinespecies.org:taxname:212172	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212172
Sextonia longirostris Chevreux, 1920	102491	Sextonia longirostris	False	False	False	True	urn:lsid:marinespecies.org:taxname:102491	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102491
Cerithiopsis atalaya Watson, 1885	139073	Cerithiopsis atalaya				True	urn:lsid:marinespecies.org:taxname:139073	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139073
Abra nitida (O.F. Müller, 1776)	141435	Abra nitida				True	urn:lsid:marinespecies.org:taxname:141435	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141435
Talparia talpa (Linnaeus, 1758)	216894	Talparia talpa				True	urn:lsid:marinespecies.org:taxname:216894	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216894
Cyclostrema euchilopteron Melvill & Standen, 1903	590870	Cyclostrema euchilopteron				True	urn:lsid:marinespecies.org:taxname:590870	http://www.marinespecies.org/aphia.php?p=taxdetails&id=590870
Munditia tasmanica Tenison-Woods, 1875	719267	Munditia tasmanica				True	urn:lsid:marinespecies.org:taxname:719267	http://www.marinespecies.org/aphia.php?p=taxdetails&id=719267
Cyphoma gibbosum Linnaeus, 1758	432297	Cyphoma gibbosum				True	urn:lsid:marinespecies.org:taxname:432297	http://www.marinespecies.org/aphia.php?p=taxdetails&id=432297
Tesseracme hancocki Emerson, 1956	344550	Tesseracme hancocki				True	urn:lsid:marinespecies.org:taxname:344550	http://www.marinespecies.org/aphia.php?p=taxdetails&id=344550
Oradarea megalops (Nicholls, 1938)	237211	Oradarea megalops				True	urn:lsid:marinespecies.org:taxname:237211	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237211
Conus neptunus Reeve, 1843	428217	Conus neptunus				True	urn:lsid:marinespecies.org:taxname:428217	http://www.marinespecies.org/aphia.php?p=taxdetails&id=428217
Synthecium robustum Nutting, 1904	285934	Synthecium robustum	False	False		True	urn:lsid:marinespecies.org:taxname:285934	http://www.marinespecies.org/aphia.php?p=taxdetails&id=285934
Aprionodon caparti Poll, 1951	316372	Aprionodon caparti	False	False	False	True	urn:lsid:marinespecies.org:taxname:316372	http://www.marinespecies.org/aphia.php?p=taxdetails&id=316372
Coregonus sardinella Valenciennes, 1848	127181	Coregonus sardinella	False	True	True	True	urn:lsid:marinespecies.org:taxname:127181	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127181
Scalaria scalaris (Linnaeus, 1758)	525253	Scalaria scalaris				True	urn:lsid:marinespecies.org:taxname:525253	http://www.marinespecies.org/aphia.php?p=taxdetails&id=525253
Babylonia lutosa (Lamarck, 1819)	475116	Babylonia lutosa				True	urn:lsid:marinespecies.org:taxname:475116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=475116
Etisus odhneri Takeda, 1971	209121	Etisus odhneri				True	urn:lsid:marinespecies.org:taxname:209121	http://www.marinespecies.org/aphia.php?p=taxdetails&id=209121
Periclimenes amethysteus  (Risso, 1827)	107627	Periclimenes amethysteus	False	False		True	urn:lsid:marinespecies.org:taxname:107627	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107627
Argyropelecus olfersii  (Cuvier, 1829)	274967	Argyropelecus olfersii	False	False	False	True	urn:lsid:marinespecies.org:taxname:274967	http://www.marinespecies.org/aphia.php?p=taxdetails&id=274967
Natica furva Watson, 1897	140543	Natica furva				True	urn:lsid:marinespecies.org:taxname:140543	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140543
Scapanorhynchus owstoni (Jordan 1898)	321241	Scapanorhynchus owstoni		False	False	True	urn:lsid:marinespecies.org:taxname:321241	http://www.marinespecies.org/aphia.php?p=taxdetails&id=321241
Acanthochitona sibogae (Thiele, 1909)	386518	Acanthochitona sibogae				True	urn:lsid:marinespecies.org:taxname:386518	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386518
Munnopsoides australis (Beddard, 1886)	175203	Munnopsoides australis	False	False	False	True	urn:lsid:marinespecies.org:taxname:175203	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175203
Coenobita diogenes Latreille	412074	Coenobita diogenes	True			True	urn:lsid:marinespecies.org:taxname:412074	http://www.marinespecies.org/aphia.php?p=taxdetails&id=412074
Aclophora xystica (Jousseaume, 1884)	584869	Aclophora xystica				True	urn:lsid:marinespecies.org:taxname:584869	http://www.marinespecies.org/aphia.php?p=taxdetails&id=584869
Trochus niloticus (Linnaeus, 1767)	216345	Trochus niloticus	False	False	False	True	urn:lsid:marinespecies.org:taxname:216345	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216345
Vexillum plicarium (Linnaeus, 1758)	754865	Vexillum plicarium				True	urn:lsid:marinespecies.org:taxname:754865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=754865
Vexillum semifasciatum (Lamarck, 1811)	596866	Vexillum semifasciatum				True	urn:lsid:marinespecies.org:taxname:596866	http://www.marinespecies.org/aphia.php?p=taxdetails&id=596866
Fusinus rostratus (Olivi, 1792)	139931	Fusinus rostratus	False	False	False	True	urn:lsid:marinespecies.org:taxname:139931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139931
Halectinosoma elongatum (Sars, 1904)	116071	Halectinosoma elongatum	False	False	False	True	urn:lsid:marinespecies.org:taxname:116071	http://www.marinespecies.org/aphia.php?p=taxdetails&id=116071
Echinozone spinosa Hodgson, 1902	175163	Echinozone spinosa				True	urn:lsid:marinespecies.org:taxname:175163	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175163
Littorina compressa Jeffreys, 1865	140260	Littorina compressa				True	urn:lsid:marinespecies.org:taxname:140260	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140260
Kirchenpaueria bonnevieae (Billard, 1906)	117671	Kirchenpaueria bonnevieae				True	urn:lsid:marinespecies.org:taxname:117671	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117671
Buccinum undatum Linnaeus, 1758	138878	Buccinum undatum				True	urn:lsid:marinespecies.org:taxname:138878	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138878
Jujubinus miliaris (Brocchi, 1814)	156144	Jujubinus miliaris				True	urn:lsid:marinespecies.org:taxname:156144	http://www.marinespecies.org/aphia.php?p=taxdetails&id=156144
Palabriaphoxus latifrons (Ren in Ren & Huang, 1991)	237020	Palabriaphoxus latifrons	False	False	False	True	urn:lsid:marinespecies.org:taxname:237020	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237020
Fabulina compressa (Brocchi, 1814)	532011	Fabulina compressa				True	urn:lsid:marinespecies.org:taxname:532011	http://www.marinespecies.org/aphia.php?p=taxdetails&id=532011
Diaphanosoma brachyurum (Liévin, 1848)	234063	Diaphanosoma brachyurum	False	True	True	True	urn:lsid:marinespecies.org:taxname:234063	http://www.marinespecies.org/aphia.php?p=taxdetails&id=234063
Goniodiscaster scaber (Moebius, 1859)	254932	Goniodiscaster scaber	False	False	False	True	urn:lsid:marinespecies.org:taxname:254932	http://www.marinespecies.org/aphia.php?p=taxdetails&id=254932
Orchomene macroserrata Shoemaker, 1930	158125	Orchomene macroserrata	False	False	False	True	urn:lsid:marinespecies.org:taxname:158125	http://www.marinespecies.org/aphia.php?p=taxdetails&id=158125
Cylichna alba (Brown, 1827)	139474	Cylichna alba	False	False	False	True	urn:lsid:marinespecies.org:taxname:139474	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139474
Lithotrya dorsalis (Ellis & Solander, 1786)	421109	Lithotrya dorsalis				True	urn:lsid:marinespecies.org:taxname:421109	http://www.marinespecies.org/aphia.php?p=taxdetails&id=421109
Favartia pelepili Dattillio & Bartsch, 1980	738153	Favartia pelepili				True	urn:lsid:marinespecies.org:taxname:738153	http://www.marinespecies.org/aphia.php?p=taxdetails&id=738153
Imaclava unimaculata (Sowerby I, 1834)	434032	Imaclava unimaculata				True	urn:lsid:marinespecies.org:taxname:434032	http://www.marinespecies.org/aphia.php?p=taxdetails&id=434032
Cingula aartseni Verduin, 1984	748144	Cingula aartseni				True	urn:lsid:marinespecies.org:taxname:748144	http://www.marinespecies.org/aphia.php?p=taxdetails&id=748144
Loxoconcha sculpta Brady, 1869	605269	Loxoconcha sculpta	False	False	False	True	urn:lsid:marinespecies.org:taxname:605269	http://www.marinespecies.org/aphia.php?p=taxdetails&id=605269
Pycnogonum littorale (Ström, 1762)	134744	Pycnogonum littorale	False	False	False	True	urn:lsid:marinespecies.org:taxname:134744	http://www.marinespecies.org/aphia.php?p=taxdetails&id=134744
Calidris melanotos (Vieillot, 1819)	159053	Calidris melanotos				True	urn:lsid:marinespecies.org:taxname:159053	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159053
Oliva undatella Lamarck, 1811	208370	Oliva undatella				True	urn:lsid:marinespecies.org:taxname:208370	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208370
Diomedea chrysostoma Forster, 1785	212584	Diomedea chrysostoma				True	urn:lsid:marinespecies.org:taxname:212584	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212584
Volvarina dawnae Lussi & G. Smith, 1996	474630	Volvarina dawnae				True	urn:lsid:marinespecies.org:taxname:474630	http://www.marinespecies.org/aphia.php?p=taxdetails&id=474630
Mactra sp.	138158	Mactra				True	urn:lsid:marinespecies.org:taxname:138158	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138158
Amphipoda sp.1237	1135	Amphipoda	True	True	True	True	urn:lsid:marinespecies.org:taxname:1135	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1135
Staphylaea nucleus Linnaeus, 1758	216891	Staphylaea nucleus				True	urn:lsid:marinespecies.org:taxname:216891	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216891
Oliva leonardhilli Petuch & Sargent, 1986	448121	Oliva leonardhilli				True	urn:lsid:marinespecies.org:taxname:448121	http://www.marinespecies.org/aphia.php?p=taxdetails&id=448121
Crassopleura incrassata (Dujardin, 1837)	146860	Crassopleura incrassata	False	False	False	True	urn:lsid:marinespecies.org:taxname:146860	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146860
Ischnochiton luticolens Hull, 1923	387129	Ischnochiton luticolens				True	urn:lsid:marinespecies.org:taxname:387129	http://www.marinespecies.org/aphia.php?p=taxdetails&id=387129
Ovatella firminii (Payraudeau, 1826)	139675	Ovatella firminii				True	urn:lsid:marinespecies.org:taxname:139675	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139675
Anabas testudineus (Bloch, 1792)	279597	Anabas testudineus	False	True	True	False	urn:lsid:marinespecies.org:taxname:279597	http://www.marinespecies.org/aphia.php?p=taxdetails&id=279597
Cerithiopsis diadema Monterosato, 1874	139075	Cerithiopsis diadema				True	urn:lsid:marinespecies.org:taxname:139075	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139075
Squilla aculeata calmani Holthuis, 1959	409490	Squilla aculeata calmani	False	False	False	True	urn:lsid:marinespecies.org:taxname:409490	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409490
Ekmocucumis grandis (Vaney, 1906)	174073	Ekmocucumis grandis	False	False	False	True	urn:lsid:marinespecies.org:taxname:174073	http://www.marinespecies.org/aphia.php?p=taxdetails&id=174073
Nassarius vittatus (A. Adams, 1853)	560350	Nassarius vittatus				True	urn:lsid:marinespecies.org:taxname:560350	http://www.marinespecies.org/aphia.php?p=taxdetails&id=560350
Acanthochitona viridis (Pease, 1872)	386525	Acanthochitona viridis				True	urn:lsid:marinespecies.org:taxname:386525	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386525
Patella olivacea Hutton, 1882	1306028	Patella olivacea				True	urn:lsid:marinespecies.org:taxname:1306028	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1306028
Portumnus latipes (Pennant, 1777)	107400	Portumnus latipes				True	urn:lsid:marinespecies.org:taxname:107400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107400
Pteromeris corbis (Philippi 1836)	181340	Pteromeris corbis				True	urn:lsid:marinespecies.org:taxname:181340	http://www.marinespecies.org/aphia.php?p=taxdetails&id=181340
Trophonopsis carinatus (Bivona, 1832)	399278	Trophonopsis carinatus				True	urn:lsid:marinespecies.org:taxname:399278	http://www.marinespecies.org/aphia.php?p=taxdetails&id=399278
Cheilinus undulatus Rüppell, 1835	218945	Cheilinus undulatus	False	False	False	True	urn:lsid:marinespecies.org:taxname:218945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=218945
Paphia textile (Gmelin, 1791)	214508	Paphia textile				True	urn:lsid:marinespecies.org:taxname:214508	http://www.marinespecies.org/aphia.php?p=taxdetails&id=214508
Imbricaria vanikorensis (Quoy & Gaimard, 1833)	416999	Imbricaria vanikorensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:416999	http://www.marinespecies.org/aphia.php?p=taxdetails&id=416999
Cyclopecten hoskynsi (Forbes, 1844)	140700	Cyclopecten hoskynsi				True	urn:lsid:marinespecies.org:taxname:140700	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140700
Terebra sanjuanensis Pilsbry & Lowe, 1932	447619	Terebra sanjuanensis				True	urn:lsid:marinespecies.org:taxname:447619	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447619
Fusus toreuma Deshayes, 1843	215100	Fusus toreuma	False	False	False	True	urn:lsid:marinespecies.org:taxname:215100	http://www.marinespecies.org/aphia.php?p=taxdetails&id=215100
Lobiger serradifalci (Calcara, 1840)	140671	Lobiger serradifalci				True	urn:lsid:marinespecies.org:taxname:140671	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140671
Trapezia digitalis Latreille, 1828	210180	Trapezia digitalis				True	urn:lsid:marinespecies.org:taxname:210180	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210180
Puffinus nativitatis Streets, 1877	343987	Puffinus nativitatis				True	urn:lsid:marinespecies.org:taxname:343987	http://www.marinespecies.org/aphia.php?p=taxdetails&id=343987
Salmo salar Linnaeus, 1758	127186	Salmo salar	False	True	True	True	urn:lsid:marinespecies.org:taxname:127186	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186
Eurytemora lacustris (Poppe, 1887)	104875	Eurytemora lacustris	False	False	False	True	urn:lsid:marinespecies.org:taxname:104875	http://www.marinespecies.org/aphia.php?p=taxdetails&id=104875
Bulla media Philippi, 1847	510418	Bulla media				True	urn:lsid:marinespecies.org:taxname:510418	http://www.marinespecies.org/aphia.php?p=taxdetails&id=510418
Oliva tessellata Lamarck, 1811	592584	Oliva tessellata	False	False	False	True	urn:lsid:marinespecies.org:taxname:592584	http://www.marinespecies.org/aphia.php?p=taxdetails&id=592584
Campanularia johnstoni Alder, 1856	152074	Campanularia johnstoni	False	False		True	urn:lsid:marinespecies.org:taxname:152074	http://www.marinespecies.org/aphia.php?p=taxdetails&id=152074
Symplectoscyphus tricuspidatus (Alder, 1856)	117929	Symplectoscyphus tricuspidatus				True	urn:lsid:marinespecies.org:taxname:117929	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117929
Thais biserialis Blainville, 1832	817469	Thais biserialis				True	urn:lsid:marinespecies.org:taxname:817469	http://www.marinespecies.org/aphia.php?p=taxdetails&id=817469
